part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,english_score,career_Accountant,career_Artist,career_Banker,career_Business Owner,career_Construction Engineer,career_Designer,career_Doctor,career_Game Developer,career_Government Officer,career_Lawyer,career_Real Estate Developer,career_Scientist,career_Software Engineer,career_Stock Investor,career_Writer
0,5,1,16,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,0,35,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,11,79,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,4,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,16,69,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,0,25,91,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2,1,35,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,15,91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,4,1,21,87,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,6,1,25,88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,2,1,25,95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,3,0,12,67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,25,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,0,50,86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,5,0,15,74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,0,5,83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,3,0,35,97,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,27,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,0,2,84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2,1,18,96,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,0,14,63,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,5,1,2,79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,19,89,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2,0,21,93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,23,61,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,2,0,30,71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,4,0,19,75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,2,0,21,82,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,6,0,3,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,30,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,29,72,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2,1,16,76,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,6,0,35,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,28,76,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2,0,2,63,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,3,0,42,92,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,7,0,31,78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,15,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,0,1,88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,8,0,40,85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,7,0,31,93,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,10,88,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,0,14,81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,7,97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,5,0,4,53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,2,0,23,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,33,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,1,11,85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,6,0,3,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,3,0,5,75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,5,0,34,61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,0,3,86,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,1,2,69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,29,87,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,7,0,14,86,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,8,0,25,86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,1,9,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,0,2,59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,5,0,31,86,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,5,0,3,94,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,5,0,5,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,2,0,4,65,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,2,0,25,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,33,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,24,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,0,0,65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,2,0,26,86,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,7,0,31,82,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,1,4,85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,3,1,2,73,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,7,0,2,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,4,0,12,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,0,1,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,21,86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,4,0,25,73,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,5,0,34,66,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,3,0,0,94,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,0,31,96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,4,0,5,59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,21,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,22,75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,5,0,24,78,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,0,24,78,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,5,0,3,98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,6,1,4,96,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,5,0,35,97,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,7,0,20,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,3,0,21,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,0,1,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,33,91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2,1,24,78,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,6,0,5,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,1,12,91,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4,1,8,86,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,5,0,8,80,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,0,19,84,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,4,0,29,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,0,5,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,8,1,12,85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3,0,21,81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,9,0,31,78,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,3,0,3,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,0,29,84,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,4,0,31,71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,0,46,96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,8,0,4,77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,4,0,34,75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2,0,34,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,0,32,93,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2,1,20,78,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,3,0,21,63,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,0,30,98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,3,1,15,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,1,18,87,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,24,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,15,86,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,5,98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,3,0,30,84,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,3,0,32,86,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2,0,27,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,2,73,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,7,1,1,88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,72,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,3,0,41,85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,3,0,35,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,30,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,2,1,12,78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,17,94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2,0,26,62,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,7,0,32,98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,4,1,4,79,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,3,0,34,83,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2,1,35,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0,5,76,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,31,79,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,6,0,3,71,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2,0,18,98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,1,47,91,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,1,32,93,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,3,1,20,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,0,19,74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,1,5,65,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,3,0,22,84,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,13,98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,19,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,1,31,93,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,3,1,3,75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,3,0,34,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,34,80,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,2,0,30,86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,3,0,32,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,31,65,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,7,0,3,81,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,3,1,24,64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1,21,70,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,8,0,1,51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,5,1,15,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,12,89,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,1,21,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,0,24,95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,6,0,5,62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,8,1,0,89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,30,95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,8,0,31,83,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,3,1,33,77,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2,0,31,89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,3,0,7,71,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2,0,15,87,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,7,0,16,93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,35,88,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,3,0,32,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,31,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,24,91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,4,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,0,8,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,35,85,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2,1,7,87,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,0,25,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,28,87,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,4,0,19,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2,0,16,73,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,9,0,34,96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,3,0,31,99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,2,0,27,75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,0,28,98,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,3,1,34,84,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,0,34,93,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,7,0,34,78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,13,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,18,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,29,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,0,34,84,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2,0,14,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,32,90,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,12,82,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,24,78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,29,80,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,13,98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,2,0,5,91,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,0,21,87,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2,0,35,99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,2,0,16,97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,2,0,29,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,0,35,89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,2,0,11,96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,1,93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,6,0,18,84,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,3,0,5,67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,4,0,33,63,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,3,0,26,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,25,71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2,1,30,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,13,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,0,10,75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,17,85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,3,0,32,94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,1,3,97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,5,1,3,96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,3,0,21,92,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,3,0,4,84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,5,1,1,73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,20,93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,7,1,16,68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,13,92,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,30,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,7,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,8,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,8,65,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,9,1,11,98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,2,0,35,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,33,75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,3,0,11,87,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,3,0,24,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,7,0,4,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,1,12,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,7,0,28,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,2,0,20,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,0,1,71,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,3,0,27,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,18,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,1,7,96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,5,0,31,83,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,4,0,1,57,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,4,1,30,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,28,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,6,0,6,84,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,7,0,3,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,17,76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,4,0,29,72,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,3,0,28,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,1,2,89,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,6,1,28,96,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,3,1,26,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,0,26,70,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,26,92,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,4,1,10,85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,30,72,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,0,33,63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,18,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,16,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,3,1,21,69,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,0,24,73,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,5,0,27,75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,3,0,14,71,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,8,0,30,63,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,3,0,35,99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,0,15,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,9,61,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,0,3,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,1,82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,1,32,98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,35,89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,2,71,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,13,98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,5,80,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,0,21,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,31,75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,4,0,31,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,2,0,13,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,3,0,28,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,0,27,91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2,0,33,78,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,4,0,5,62,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,2,0,2,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,22,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,17,62,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,14,84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,3,65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,0,4,87,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,2,0,31,94,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,16,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,5,0,15,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,1,18,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,23,77,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2,0,6,61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,33,97,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,2,0,10,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,0,31,74,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2,0,22,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,35,96,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,6,0,27,96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,14,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,29,92,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,0,18,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2,0,11,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,19,70,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,0,31,61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,5,1,28,88,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,16,85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,3,0,4,85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,31,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,4,0,29,85,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,5,0,27,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,29,61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,2,0,29,70,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,3,0,14,68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2,0,20,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,9,1,3,61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,3,0,8,86,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,4,1,20,88,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,3,0,34,88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,2,0,42,96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,6,0,4,96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,29,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,3,0,1,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,0,27,96,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,3,0,29,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,0,21,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,34,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,3,0,33,82,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,9,0,3,64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,18,79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,4,0,32,71,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,0,30,61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,7,0,3,92,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,3,0,26,99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,4,0,32,88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,14,94,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,33,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,35,94,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,27,80,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,6,0,31,86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,31,89,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,7,1,23,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
