id,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,career_Accountant,career_Artist,career_Banker,career_Business Owner,career_Construction Engineer,career_Designer,career_Doctor,career_Game Developer,career_Government Officer,career_Lawyer,career_Real Estate Developer,career_Software Engineer,career_Stock Investor,career_Teacher,career_Unknown
262,1,0,4,0,2,76,93,65,95,76,88,88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
263,1,1,2,0,16,79,68,63,72,81,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
264,0,0,3,0,31,91,96,77,76,80,97,80,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
265,1,0,5,0,4,89,66,80,77,60,88,74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
266,1,0,3,0,19,97,94,81,97,79,86,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
267,0,0,3,1,15,100,86,74,96,80,99,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
268,0,0,1,0,30,96,68,87,96,91,68,65,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
269,0,0,7,0,17,94,64,100,71,84,92,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
270,0,0,2,0,23,98,68,80,75,80,81,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
271,1,0,1,0,3,53,71,98,95,94,71,77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
273,1,0,0,0,25,85,70,73,95,100,70,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
275,1,0,1,0,24,90,89,82,74,67,92,82,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
276,1,0,1,0,15,100,92,90,66,73,68,70,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
277,0,1,7,0,1,95,73,61,91,84,92,94,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
278,1,0,1,1,33,76,81,96,74,75,80,98,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
279,0,0,1,0,11,71,98,96,60,90,79,72,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
280,1,0,3,0,10,95,60,87,71,91,84,98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
281,0,0,7,1,15,92,88,76,93,69,75,97,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
282,1,0,5,0,34,82,95,96,100,89,64,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,1,0,3,0,30,85,94,83,76,77,81,92,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
284,0,1,4,1,4,82,85,75,92,76,95,85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
285,0,0,2,0,28,98,77,94,63,69,88,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
286,1,0,5,1,29,93,96,94,84,91,67,68,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
287,0,0,7,1,30,84,97,60,100,83,88,94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
288,1,0,4,0,31,81,95,76,60,61,98,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
289,0,0,8,0,1,62,64,84,67,78,51,62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
290,0,0,6,0,16,92,70,60,94,87,90,86,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
291,0,0,2,1,18,64,93,61,61,74,94,64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
292,0,1,1,0,4,89,67,97,67,75,94,93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
294,0,0,2,0,12,95,82,93,99,66,93,86,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
295,0,1,6,0,5,72,92,67,100,70,94,81,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
296,0,0,2,1,15,68,89,68,90,68,99,74,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
297,0,0,3,0,31,92,69,78,68,70,80,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,1,0,2,0,2,97,74,97,60,65,90,97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
299,0,0,1,0,2,81,92,94,77,84,63,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
300,1,0,3,0,20,88,60,81,85,87,90,76,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
301,1,0,1,1,11,76,82,70,72,78,60,81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
303,0,0,3,0,22,89,81,99,71,67,74,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,0,0,1,1,12,65,69,66,65,90,76,60,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
306,0,0,3,0,34,77,60,61,91,62,78,91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
307,0,0,0,0,9,66,70,88,70,62,70,75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
308,0,0,5,0,43,90,96,100,87,100,90,89,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
309,0,0,2,0,1,73,87,90,96,61,61,76,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
310,0,0,2,0,19,89,64,74,97,95,77,88,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
311,0,1,4,0,2,72,55,54,62,75,79,96,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
312,1,0,1,0,34,87,90,89,88,93,87,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,0,0,4,1,31,75,98,96,85,81,69,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,0,0,4,0,11,80,85,98,99,92,70,96,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
315,1,0,2,0,35,85,87,87,90,91,91,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
316,1,0,4,0,20,92,93,74,76,79,65,74,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
317,0,1,0,0,22,63,60,92,88,90,68,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
318,0,0,3,0,2,99,99,87,80,89,78,87,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
319,1,0,7,0,1,87,88,51,96,77,71,61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
320,0,0,4,0,34,87,84,62,76,89,83,93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
321,1,1,6,0,17,90,75,71,64,97,89,88,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
322,1,0,6,0,34,94,83,99,100,94,91,69,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
323,0,1,5,0,25,86,76,81,83,81,70,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
324,1,0,3,0,8,96,81,95,78,79,65,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
325,1,0,3,0,4,75,69,85,73,79,93,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
326,0,0,1,1,26,74,92,81,79,74,85,86,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
327,1,0,1,0,13,96,91,96,69,70,99,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,0,0,1,1,4,79,77,62,98,76,99,82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
329,1,0,2,0,27,70,88,60,68,66,82,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
330,1,0,5,0,32,79,91,62,87,80,65,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
331,0,0,1,0,25,91,65,86,66,88,85,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
332,0,0,1,0,13,90,72,78,61,78,88,74,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
333,1,0,1,0,31,87,100,86,60,80,78,96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
334,0,0,3,0,8,69,99,78,85,98,86,73,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
335,1,1,9,0,0,66,99,50,62,97,60,84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
336,1,0,7,0,6,65,95,78,65,74,69,63,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
337,1,0,2,0,7,83,81,88,82,97,83,74,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
338,1,0,1,0,32,100,89,95,63,67,92,75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
339,1,0,5,1,30,85,70,78,66,69,62,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
341,0,0,5,0,15,73,75,94,82,71,90,75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
342,1,0,2,0,2,95,83,96,97,72,77,61,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
343,1,0,8,1,32,96,95,61,72,71,83,96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
344,1,0,2,0,24,94,72,96,93,93,79,64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
345,0,0,1,0,18,92,69,69,60,90,88,95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
347,0,1,3,0,24,85,74,65,76,100,95,68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
348,1,0,1,0,16,65,90,68,99,74,82,86,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
349,1,0,1,0,15,64,81,95,87,86,91,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,1,0,3,0,26,100,88,94,67,62,66,96,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
351,0,0,3,0,15,76,64,64,60,75,92,61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
352,0,0,1,0,5,97,76,91,76,89,60,85,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
353,1,0,1,1,14,95,98,98,83,77,93,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
354,1,0,4,0,1,85,64,90,94,68,97,61,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
355,1,0,5,0,10,86,91,96,60,91,73,88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
357,1,0,2,0,26,65,77,66,100,88,77,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
358,0,0,2,1,26,71,81,99,74,74,82,67,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
359,0,0,2,0,14,80,94,97,83,84,77,79,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
360,1,0,7,1,21,91,76,96,77,99,64,83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
361,0,0,2,0,32,91,87,88,82,95,70,87,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
362,1,0,0,0,30,100,86,81,100,66,98,97,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
363,0,0,3,0,13,92,79,71,65,99,91,98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
364,0,0,7,0,33,89,76,95,83,84,96,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
365,0,0,3,0,15,93,92,92,76,49,93,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,1,0,2,0,11,70,73,70,67,96,86,89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
368,0,0,2,0,30,61,70,89,97,60,79,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
369,0,0,7,0,2,62,53,78,77,59,95,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
370,1,0,3,0,4,83,61,79,99,66,60,76,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
371,1,0,3,0,32,85,96,87,63,69,69,81,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
372,0,1,7,0,0,83,55,87,74,73,77,61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
373,0,0,2,0,4,73,95,54,94,99,58,94,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
375,0,0,5,1,21,77,72,81,63,69,73,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
376,0,0,2,0,29,77,87,65,91,71,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,1,0,3,0,32,99,94,94,62,68,79,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
378,0,0,7,0,14,73,69,94,78,76,63,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
379,1,0,1,0,25,95,89,96,89,60,99,93,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
380,1,0,7,1,4,94,79,92,100,93,63,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
381,0,0,2,1,32,75,83,85,65,76,94,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
382,1,0,2,0,7,66,83,77,91,84,74,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
383,0,1,1,0,22,91,79,89,74,79,74,61,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
384,1,0,5,0,3,81,61,75,65,90,92,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
385,1,1,8,0,1,71,69,69,67,70,78,66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
386,1,0,4,1,23,77,94,97,77,63,98,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,0,0,0,0,42,91,87,93,85,98,85,95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
388,1,0,1,0,30,83,98,100,93,100,77,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,0,0,1,0,1,75,51,70,84,66,64,88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
390,0,1,3,1,17,86,96,68,71,86,94,89,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
391,1,0,2,0,48,86,88,89,89,98,89,96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
392,1,0,4,1,24,85,67,60,82,77,72,72,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
393,0,0,6,0,31,62,81,80,88,78,94,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,1,1,7,0,0,100,65,67,61,76,58,84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
395,1,0,9,0,2,79,86,97,60,66,74,96,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
396,0,0,1,0,24,99,97,68,85,86,85,73,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
398,1,0,0,0,32,85,97,88,61,80,80,84,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
399,0,0,2,0,4,85,68,89,64,79,66,66,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
400,1,0,4,0,32,85,87,91,63,95,88,62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
401,1,0,3,0,16,99,86,90,100,96,77,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
402,0,0,1,0,20,84,92,63,91,89,92,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
403,1,0,4,0,28,85,72,87,72,68,85,78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
404,1,0,7,0,30,100,79,92,92,67,68,72,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
405,0,0,3,0,17,86,61,68,91,60,86,62,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
406,0,0,5,0,25,79,70,71,95,79,77,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
407,1,0,5,0,18,76,82,76,71,70,89,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,1,1,1,0,23,96,63,69,67,69,92,77,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
409,1,0,4,1,23,100,77,75,74,80,94,74,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
410,0,0,6,0,21,88,84,87,97,94,87,85,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
411,0,0,3,0,27,96,76,98,89,93,85,75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
412,0,0,5,0,14,92,66,96,71,87,89,61,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
413,1,0,2,1,37,87,93,99,100,97,92,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
416,0,0,3,0,16,78,89,68,63,81,92,97,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
417,0,0,4,0,30,95,78,93,85,48,68,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,1,1,7,0,1,57,56,53,75,98,92,73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
419,1,0,3,1,24,86,99,95,94,92,90,77,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
420,0,0,2,0,35,92,97,100,91,95,90,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,0,0,1,0,14,69,69,84,100,69,77,87,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
422,0,0,1,0,3,91,62,75,60,82,91,96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
424,1,0,5,0,23,93,96,80,64,91,68,71,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
425,1,0,6,0,19,90,79,90,73,76,68,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
426,1,0,3,0,33,99,68,100,95,95,88,83,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
427,0,0,0,0,14,90,69,81,92,65,89,69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
428,0,0,1,1,0,71,84,66,75,93,84,69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
429,0,0,1,0,34,98,93,67,74,81,87,76,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
430,1,0,5,0,33,94,99,83,94,93,95,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,0,0,7,0,7,92,89,79,76,86,61,81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
432,1,0,2,0,18,100,96,74,61,87,94,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
434,1,0,6,0,10,63,87,71,68,66,67,99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
435,1,1,2,0,22,89,83,89,91,94,93,69,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
436,0,0,5,0,28,88,90,93,81,88,90,74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
437,1,0,2,0,2,98,87,67,97,62,60,79,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
438,0,0,1,0,0,92,86,88,75,60,50,79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
439,1,0,3,0,24,80,60,100,99,98,75,94,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
440,1,0,2,0,15,92,63,91,65,69,94,98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
441,0,1,2,0,1,82,95,68,64,97,99,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
442,1,0,1,0,8,84,74,74,75,99,99,85,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
443,0,0,7,0,9,61,70,65,67,93,81,63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
444,1,0,4,0,33,99,87,98,76,65,94,67,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
445,0,0,3,0,32,83,69,90,78,39,95,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,0,1,9,0,4,56,90,95,59,91,77,99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
447,1,0,2,0,2,65,64,52,56,63,82,83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
448,1,0,3,0,20,94,61,77,73,79,65,89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
449,0,0,1,0,21,90,96,73,89,93,87,96,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
450,0,0,3,0,29,94,82,81,90,76,97,86,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
451,0,0,3,0,13,89,87,63,83,64,85,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
452,1,0,1,0,24,89,67,68,93,98,75,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,1,0,7,0,30,88,98,87,85,96,77,96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
454,1,0,1,0,25,76,94,90,75,92,86,87,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
455,1,0,1,0,1,88,78,84,96,92,99,97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
456,1,0,4,0,27,88,76,80,72,100,69,71,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
457,1,0,0,1,4,54,88,82,89,72,60,69,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
458,0,0,2,1,32,87,87,76,67,68,89,77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
459,0,0,1,0,1,95,73,79,81,82,69,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
460,0,0,2,0,32,72,72,68,81,95,90,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
461,0,0,1,1,4,95,76,70,89,88,87,62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
462,1,0,4,0,28,91,97,86,77,83,79,62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
463,0,0,3,1,32,79,81,63,79,96,96,89,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
464,0,0,1,0,33,80,71,94,92,92,60,78,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
465,1,1,2,0,4,86,90,88,73,50,93,71,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
466,1,0,1,0,31,88,88,90,67,77,83,64,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
467,1,0,5,0,17,83,95,86,80,64,66,97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
468,1,0,2,0,23,84,84,80,97,87,97,91,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
469,0,0,0,0,29,85,82,81,85,72,90,71,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
470,1,0,2,0,19,91,85,96,83,74,87,74,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
471,1,1,4,1,26,83,71,94,60,63,93,67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
472,0,0,7,0,7,97,93,99,98,96,79,88,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
473,0,0,6,0,4,63,68,92,73,66,69,87,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
474,1,0,6,0,22,92,98,90,82,86,86,89,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
475,1,1,6,1,4,78,78,64,94,79,92,63,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
476,0,0,3,0,29,78,90,69,100,90,91,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
477,1,0,8,1,21,89,60,93,79,72,76,85,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
478,0,0,3,0,5,53,87,100,84,63,62,95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
479,1,0,5,0,15,63,84,60,85,91,83,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
480,1,0,3,1,10,100,98,71,100,71,92,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
481,0,1,7,0,2,79,54,81,87,67,74,85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
482,0,0,4,1,0,93,77,71,62,94,69,72,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
483,1,0,5,1,3,97,88,67,72,83,87,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
484,0,0,6,1,1,76,82,93,98,98,60,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
485,0,0,3,1,26,84,83,80,91,88,61,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,0,1,5,0,2,56,96,65,61,78,77,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
487,0,0,3,0,21,97,89,94,91,95,70,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
490,0,0,5,0,0,100,67,50,78,73,90,91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
491,0,0,5,1,10,83,61,76,75,62,79,94,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
492,1,0,5,0,2,85,63,83,83,69,94,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
493,0,0,5,1,24,100,96,97,64,76,77,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
494,1,0,4,0,46,92,98,99,86,100,86,87,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
495,1,0,3,0,31,88,98,65,68,99,94,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,1,0,1,0,33,95,82,62,76,64,91,79,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
497,0,0,5,0,26,76,81,84,80,80,84,70,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
498,1,0,2,0,19,79,93,72,97,69,78,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,1,0,3,0,25,93,70,84,68,71,85,70,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
500,0,0,3,0,24,79,96,78,90,94,76,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,1,0,1,0,21,98,99,72,100,94,77,84,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
502,0,1,8,1,0,93,99,81,67,87,76,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
503,1,0,4,0,30,91,79,78,95,86,89,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
504,0,0,4,0,32,86,99,77,61,72,92,70,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
505,0,0,8,0,15,81,80,85,93,68,75,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
506,0,0,6,0,15,97,94,94,83,91,65,96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
507,0,0,3,1,4,90,95,89,93,92,99,88,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
508,1,0,1,1,27,90,91,62,82,76,70,64,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
509,1,0,5,0,33,82,92,95,61,84,81,82,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
510,1,0,7,0,25,91,94,89,74,60,77,77,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
511,0,0,0,0,29,70,94,67,74,84,95,65,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
512,0,0,2,0,13,60,75,70,96,63,82,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
513,0,0,3,0,49,85,96,99,94,95,92,95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
514,1,0,6,0,34,82,85,72,69,63,99,68,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
515,1,1,4,0,28,83,79,92,69,85,71,95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
516,0,0,2,0,44,96,88,100,95,85,94,93,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
517,0,0,1,0,14,85,87,78,72,91,88,93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
518,0,0,4,0,1,95,61,84,98,63,66,80,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
519,1,0,6,0,22,97,92,87,61,75,62,94,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
520,0,0,2,0,11,95,69,91,97,89,84,66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
521,0,0,3,0,2,69,98,77,63,88,64,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
522,0,0,9,0,3,84,55,65,62,56,91,81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
523,0,0,5,0,28,92,100,100,98,83,75,72,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
524,1,1,2,0,0,87,95,78,82,53,59,66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
