gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,geography_score,career_Accountant,career_Artist,career_Banker,career_Business Owner,career_Construction Engineer,career_Designer,career_Doctor,career_Game Developer,career_Government Officer,career_Lawyer,career_Real Estate Developer,career_Scientist,career_Software Engineer,career_Stock Investor,career_Teacher,career_Unknown,career_Writer
0,0,3,0,34,91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,9,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,5,0,43,89,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,2,0,1,76,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,2,0,19,88,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,4,0,2,96,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,34,70,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,4,1,31,90,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,4,0,11,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,2,0,35,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,4,0,20,74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,0,0,22,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,3,0,2,87,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,7,0,1,61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,34,93,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,6,0,17,88,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,6,0,34,69,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,5,0,25,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,3,0,8,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,3,0,4,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,26,86,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,1,0,13,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,1,4,82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,2,0,27,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,5,0,32,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,25,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,13,74,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,31,96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,8,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,9,0,0,84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,7,0,6,63,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,2,0,7,74,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,1,0,32,75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,5,1,30,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,9,0,4,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,15,75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,2,0,2,61,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,8,1,32,96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,2,0,24,64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,18,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,3,0,24,68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,16,86,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,15,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,3,0,26,96,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,0,15,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,0,5,85,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,1,14,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,4,0,1,61,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,5,0,10,88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,0,5,82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,26,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,2,1,26,67,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,2,0,14,79,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,7,1,21,83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,32,87,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,30,97,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,0,13,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,7,0,33,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,15,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,11,89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,30,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,7,0,2,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,4,76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,3,0,32,81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,7,0,0,61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,4,94,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,1,21,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,2,0,29,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,3,0,32,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,7,0,14,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,25,93,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,7,1,4,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,2,1,32,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,2,0,7,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,0,22,61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,5,0,3,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,8,0,1,66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,1,23,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,42,95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,0,30,76,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,1,0,1,88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,3,1,17,89,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,2,0,48,96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,4,1,24,72,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,6,0,31,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,7,0,0,84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,9,0,2,96,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,24,73,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,7,0,2,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,32,84,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,2,0,4,66,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,4,0,32,62,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,3,0,16,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,1,0,20,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,0,28,78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,7,0,30,72,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,0,17,62,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,25,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,5,0,18,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,23,77,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,4,1,23,74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,6,0,21,85,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,0,27,75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,5,0,14,61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,2,1,37,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,3,0,29,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,6,0,4,91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,16,97,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,30,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,7,0,1,73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,1,24,77,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,2,0,35,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,14,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,0,3,96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,15,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,5,0,23,71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,6,0,19,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,3,0,33,83,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,14,69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,34,76,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,5,0,33,93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,7,0,7,81,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,2,0,18,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,9,0,4,61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,6,0,10,99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,2,0,22,69,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,5,0,28,74,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,2,0,2,79,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,24,94,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,2,0,15,98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,0,1,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,8,85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,7,0,9,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,4,0,33,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,0,32,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,9,0,4,99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,2,83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,20,89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,21,96,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,0,29,86,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,3,0,13,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,24,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,7,0,30,96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,0,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,1,0,1,97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,4,0,27,71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,1,4,69,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,2,1,32,77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,32,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,4,62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,4,0,28,62,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,1,32,89,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,0,33,78,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,2,0,4,71,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,31,64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,5,0,17,97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,23,91,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,29,71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,2,0,19,74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,4,1,26,67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,0,7,88,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,6,0,4,87,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,6,0,22,89,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,6,1,4,63,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,29,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,8,1,21,85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,3,0,5,95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,5,0,15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,3,1,10,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,7,0,2,85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,1,0,72,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,5,1,3,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,1,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,3,1,26,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,5,0,2,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,21,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,5,0,0,91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,1,10,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,5,0,2,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,1,24,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,0,46,87,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,3,0,31,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,33,79,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,5,0,26,70,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,2,0,19,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,25,70,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,0,24,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,21,84,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,8,1,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,0,30,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,32,70,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,8,0,15,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,6,0,15,96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,3,1,4,88,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,1,27,64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,5,0,33,82,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,7,0,25,77,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,29,65,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,2,0,13,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,3,0,49,95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,6,0,34,68,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,4,0,28,95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,44,93,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,14,93,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,4,0,1,80,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,6,0,22,94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,2,0,11,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,3,0,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,9,0,3,81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,28,72,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,0,0,66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,5,0,22,93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,8,0,3,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,25,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,3,1,1,64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,0,37,87,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,3,1,28,99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,0,30,94,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,1,0,19,79,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,7,0,2,76,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,0,26,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,4,0,5,83,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,17,75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,2,0,26,89,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,2,0,32,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,6,1,16,73,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,8,0,2,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,35,99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,17,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,9,0,3,96,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,3,0,47,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,29,75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,3,1,12,86,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,35,97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,0,3,82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,8,0,2,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,7,87,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,4,0,15,91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,3,66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,2,0,35,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,3,1,28,85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,9,0,4,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,4,98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,1,16,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,0,26,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,30,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,6,0,2,84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,34,71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,2,0,30,74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,3,1,15,81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,8,1,1,77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,1,6,69,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,7,1,1,96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,9,1,5,78,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,30,84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,1,8,80,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,9,0,5,88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,5,77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,0,4,82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,47,88,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,3,1,16,81,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,5,0,3,68,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,1,32,74,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,2,0,31,94,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,6,64,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,3,0,16,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,6,0,34,82,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,3,0,26,97,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,6,0,21,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,46,99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,6,0,48,96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,1,0,46,88,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,3,0,28,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,4,0,2,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,0,32,98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,4,0,31,78,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,4,1,1,76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,9,1,4,88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,1,8,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,3,1,23,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,23,75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,0,28,92,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,0,7,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,5,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,4,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,2,0,26,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,4,1,33,95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,4,1,34,85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,4,0,16,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,0,3,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,25,82,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,4,94,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,4,87,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,3,0,21,71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,7,0,4,89,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,24,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,2,0,16,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
