gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,english_score,career_Accountant,career_Artist,career_Banker,career_Business Owner,career_Construction Engineer,career_Designer,career_Doctor,career_Game Developer,career_Government Officer,career_Lawyer,career_Real Estate Developer,career_Scientist,career_Software Engineer,career_Stock Investor,career_Teacher,career_Unknown,career_Writer
0,0,3,0,34,78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,9,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,5,0,43,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,2,0,1,61,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,2,0,19,77,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,4,0,2,79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,34,87,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,4,1,31,69,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,4,0,11,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,2,0,35,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,4,0,20,65,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,0,0,22,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,3,0,2,78,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,7,0,1,71,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,34,83,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,6,0,17,89,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,6,0,34,91,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,5,0,25,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,3,0,8,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,3,0,4,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,26,85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,1,0,13,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,1,4,99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,2,0,27,82,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,5,0,32,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,25,85,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,13,88,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,31,78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,8,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,9,0,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,7,0,6,69,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,2,0,7,83,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,1,0,32,92,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,5,1,30,62,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,9,0,4,83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,15,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,2,0,2,77,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,8,1,32,83,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,2,0,24,79,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,18,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,3,0,24,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,16,82,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,15,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,3,0,26,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,0,15,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,0,5,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,1,14,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,4,0,1,97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,5,0,10,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,0,5,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,26,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,2,1,26,82,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,2,0,14,77,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,7,1,21,64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,32,70,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,30,98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,0,13,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,7,0,33,96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,15,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,11,86,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,30,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,7,0,2,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,4,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,3,0,32,69,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,7,0,0,77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,4,58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,1,21,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,2,0,29,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,3,0,32,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,7,0,14,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,25,99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,7,1,4,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,2,1,32,94,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,2,0,7,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,0,22,74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,5,0,3,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,8,0,1,78,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,1,23,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,42,85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,0,30,77,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,1,0,1,64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,3,1,17,94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,2,0,48,89,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,4,1,24,72,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,6,0,31,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,7,0,0,58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,9,0,2,74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,24,85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,7,0,2,73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,32,80,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,2,0,4,66,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,4,0,32,88,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,3,0,16,77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,1,0,20,92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,0,28,85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,7,0,30,68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,0,17,86,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,25,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,5,0,18,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,23,92,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,4,1,23,94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,6,0,21,87,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,0,27,85,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,5,0,14,89,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,2,1,37,92,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,3,0,29,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,6,0,4,54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,16,92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,30,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,7,0,1,92,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,1,24,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,2,0,35,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,14,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,0,3,91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,15,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,5,0,23,68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,6,0,19,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,3,0,33,88,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,14,89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,34,87,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,5,0,33,95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,7,0,7,61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,2,0,18,94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,9,0,4,94,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,6,0,10,67,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,2,0,22,93,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,5,0,28,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,2,0,2,60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,24,75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,2,0,15,94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,0,1,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,8,99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,7,0,9,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,4,0,33,94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,0,32,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,9,0,4,77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,2,82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,20,65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,21,87,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,0,29,97,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,3,0,13,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,24,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,7,0,30,77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,0,25,86,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,1,0,1,99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,4,0,27,69,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,1,4,60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,2,1,32,89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,32,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,4,87,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,4,0,28,79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,1,32,96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,0,33,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,2,0,4,93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,31,83,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,5,0,17,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,23,97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,29,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,2,0,19,87,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,4,1,26,93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,0,7,79,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,6,0,4,69,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,6,0,22,86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,6,1,4,92,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,29,91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,8,1,21,76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,3,0,5,62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,5,0,15,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,3,1,10,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,7,0,2,74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,1,0,69,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,5,1,3,87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,1,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,3,1,26,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,5,0,2,77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,21,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,5,0,0,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,1,10,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,5,0,2,94,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,1,24,77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,0,46,86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,3,0,31,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,33,91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,5,0,26,84,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,2,0,19,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,25,85,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,0,24,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,21,77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,8,1,0,76,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,0,30,89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,32,92,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,8,0,15,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,6,0,15,65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,3,1,4,99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,1,27,70,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,5,0,33,81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,7,0,25,77,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,29,95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,2,0,13,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,3,0,49,92,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,6,0,34,99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,4,0,28,71,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,44,94,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,14,88,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,4,0,1,66,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,6,0,22,62,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,2,0,11,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,3,0,2,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,9,0,3,91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,28,75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,0,0,59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,5,0,22,75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,8,0,3,57,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,25,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,3,1,1,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,0,37,96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,3,1,28,84,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,0,30,99,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,1,0,19,88,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,7,0,2,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,0,26,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,4,0,5,78,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,17,88,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,2,0,26,81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,2,0,32,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,6,1,16,97,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,8,0,2,76,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,35,95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,17,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,9,0,3,66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,3,0,47,88,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,29,88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,3,1,12,84,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,35,97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,0,3,63,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,8,0,2,91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,7,83,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,4,0,15,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,3,81,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,2,0,35,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,3,1,28,93,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,9,0,4,77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,4,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,1,16,76,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,0,26,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,30,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,6,0,2,71,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,34,91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,2,0,30,96,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,3,1,15,94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,8,1,1,88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,1,6,70,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,7,1,1,98,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,9,1,5,72,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,30,77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,1,8,85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,9,0,5,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,5,93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,0,4,91,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,47,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,3,1,16,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,5,0,3,83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,1,32,91,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,2,0,31,92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,6,97,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,3,0,16,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,6,0,34,87,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,3,0,26,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,6,0,21,88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,46,91,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,6,0,48,89,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,1,0,46,96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,3,0,28,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,4,0,2,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,0,32,91,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,4,0,31,81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,4,1,1,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,9,1,4,71,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,1,8,91,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,3,1,23,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,23,82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,0,28,91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,0,7,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,5,95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,4,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,2,0,26,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,4,1,33,93,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,4,1,34,82,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,4,0,16,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,0,3,75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,25,92,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,4,93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,4,89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,3,0,21,86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,7,0,4,98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,24,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,2,0,16,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
